Entry	UniProt Link	Entry Name	Organism	Recommended name	Alternative names	Gene Names
A0A348AUW0	https://www.uniprot.org/uniprotkb/A0A348AUW0	TPS1F_CAMHI	Camellia hiemalis (Camellia)	Valerianol synthase TPS1F (EC 4.2.3.204)	Terpene synthase 1f (EC 4.2.3.204); ChTps1f (EC 4.2.3.204)	TPS1F
A0A348AUW1	https://www.uniprot.org/uniprotkb/A0A348AUW1	TPS1G_CAMHI	Camellia hiemalis (Camellia)	Valerianol synthase TPS1G (EC 4.2.3.204)	Terpene synthase 1g (EC 4.2.3.204); ChTps1g (EC 4.2.3.204)	TPS1G
A0A348B779	https://www.uniprot.org/uniprotkb/A0A348B779	STS1_POSPM	Postia placenta (strain ATCC 44394 / Madison 698-R) (Brown rot fungus) (Poria monticola)	Sesquiterpene synthase 1 (EC 4.2.3.-)	Terpene cyclase 1 (EC 4.2.3.125)	STS-01
A0A348B780	https://www.uniprot.org/uniprotkb/A0A348B780	STS2_POSPM	Postia placenta (strain ATCC 44394 / Madison 698-R) (Brown rot fungus) (Poria monticola)	Sesquiterpene synthase 2 (EC 4.2.3.-)	Terpene cyclase 2 (EC 4.2.3.125)	STS-02
A0A348B781	https://www.uniprot.org/uniprotkb/A0A348B781	STS3_POSPM	Postia placenta (strain ATCC 44394 / Madison 698-R) (Brown rot fungus) (Poria monticola)	Sesquiterpene synthase 3 (EC 4.2.3.-)	Terpene cyclase 3 (EC 4.2.3.-)	STS-03
A0A348B782	https://www.uniprot.org/uniprotkb/A0A348B782	STS6_POSPM	Postia placenta (strain ATCC 44394 / Madison 698-R) (Brown rot fungus) (Poria monticola)	Sesquiterpene synthase 6 (EC 4.2.3.-)	Terpene cyclase 6 (EC 4.2.3.100)	PpSTS-06
A0A348B784	https://www.uniprot.org/uniprotkb/A0A348B784	STS8_POSPM	Postia placenta (strain ATCC 44394 / Madison 698-R) (Brown rot fungus) (Poria monticola)	Delta(6)-protoilludene synthase 8 (EC 4.2.3.135)	Terpene cyclase 8 (EC 4.2.3.135)	STS-08
A0A348B785	https://www.uniprot.org/uniprotkb/A0A348B785	STS9_POSPM	Postia placenta (strain ATCC 44394 / Madison 698-R) (Brown rot fungus) (Poria monticola)	Sesquiterpene synthase 9 (EC 4.2.3.-)	Terpene cyclase 9 (EC 4.2.3.-)	STS-09
A0A348B788	https://www.uniprot.org/uniprotkb/A0A348B788	STS14_POSPM	Postia placenta (strain ATCC 44394 / Madison 698-R) (Brown rot fungus) (Poria monticola)	Sesquiterpene synthase 14 (EC 4.2.3.-)	Terpene cyclase 14 (EC 4.2.3.7)	STS-14
A0A348B790	https://www.uniprot.org/uniprotkb/A0A348B790	STS18_POSPM	Postia placenta (strain ATCC 44394 / Madison 698-R) (Brown rot fungus) (Poria monticola)	Delta(6)-protoilludene synthase 18 (EC 4.2.3.135)	Terpene cyclase 18 (EC 4.2.3.135)	STS-18
A0A348B793	https://www.uniprot.org/uniprotkb/A0A348B793	STS25_POSPM	Postia placenta (strain ATCC 44394 / Madison 698-R) (Brown rot fungus) (Poria monticola)	Monoterpene synthase 25 (EC 4.2.3.-)	Terpene cyclase 25 (EC 4.2.3.-)	STS-25
A0A348B794	https://www.uniprot.org/uniprotkb/A0A348B794	STS29_POSPM	Postia placenta (strain ATCC 44394 / Madison 698-R) (Brown rot fungus) (Poria monticola)	Terpene synthase 29 (EC 4.2.3.-)	Terpene cyclase 29 (EC 4.2.3.-)	STS-29
A0A348DU52	https://www.uniprot.org/uniprotkb/A0A348DU52	PCCS_PENCH	Penicillium chrysogenum (Penicillium notatum)	Cyclopiane-type diterpene synthase (CS) (EC 4.2.3.-)	CS (EC 2.5.1.29); GGDP synthase (EC 2.5.1.29); GGS (EC 2.5.1.29)	PcCS
A0A348FUE1	https://www.uniprot.org/uniprotkb/A0A348FUE1	PVCPS_TALVE	Talaromyces verruculosus (Penicillium verruculosum)	Copalyl diphosphate synthase (CPS) (Bifunctional diterpene synthase PvCPS) (EC 5.5.1.12)	CPS (EC 2.5.1.29); Bifunctional diterpene synthase PvCPS (EC 2.5.1.29); GGDP synthase (EC 2.5.1.29); GGS (EC 2.5.1.29)	PvCPS
A0A385AJM2	https://www.uniprot.org/uniprotkb/A0A385AJM2	TPS1_ACYSU	Acytostelium subglobosum (Slime mold)	Terpene synthase 1 (EC 4.2.3.160)		TPS1
A0A385AJM4	https://www.uniprot.org/uniprotkb/A0A385AJM4	TPS18_HETPA	Heterostelium pallidum (Cellular slime mold) (Polysphondylium pallidum)	Terpene synthase 18 (EC 4.2.3.160)		TPS18
A0A385AJM5	https://www.uniprot.org/uniprotkb/A0A385AJM5	TPS10_DICPU	Dictyostelium purpureum (Slime mold)	Terpene synthase 10 (EC 4.2.3.-)		TPS10
A0A385AJM6	https://www.uniprot.org/uniprotkb/A0A385AJM6	TPS12_DICPU	Dictyostelium purpureum (Slime mold)	Terpene synthase 12 (EC 4.2.3.-)		TPS12
A0A385AJN0	https://www.uniprot.org/uniprotkb/A0A385AJN0	TPS11_DICPU	Dictyostelium purpureum (Slime mold)	Terpene synthase 11 (EC 4.2.3.-)		TPS11
A0A386JV86	https://www.uniprot.org/uniprotkb/A0A386JV86	TPS_NEZVI	Nezara viridula (Southern green stink bug) (Cimex viridulus)	IDS-type sesquiterpene synthase (NvIDS1) (NvTPS) (EC 2.5.1.-)	NvIDS1 (EC 2.5.1.-); NvTPS (EC 2.5.1.-)	TPS
A0A386KZ50	https://www.uniprot.org/uniprotkb/A0A386KZ50	DABA_PSEMU	Pseudo-nitzschia multiseries (Marine planktonic diatom) (Nitzschia pungens f. multiseries)	Magnesium-dependent glutamate N-prenyltransferase (EC 2.5.1.-)	Domoic acid biosynthesis cluster protein A (EC 2.5.1.-); PmDabA (EC 2.5.1.-)	dabA
A0A386KZI3	https://www.uniprot.org/uniprotkb/A0A386KZI3	DABD_PSEMU	Pseudo-nitzschia multiseries (Marine planktonic diatom) (Nitzschia pungens f. multiseries)	N-geranyl-L-glutamate oxidase (EC 1.14.14.-)	Domoic acid biosynthesis cluster protein D (EC 1.14.14.-); PmDabD (EC 1.14.14.-)	dabD
A0A3G1DJL2	https://www.uniprot.org/uniprotkb/A0A3G1DJL2	MFR6_PHOSM	Phoma sp. (strain ATCC 20986 / MF5453)	Squalene synthase R6 (SQS) (SS) (EC 2.5.1.21)	SQS (EC 2.5.1.21); SS (EC 2.5.1.21); Squalestatin S1 biosynthesis cluster protein R6 (EC 2.5.1.21)	R6
A0A3G1QTS7	https://www.uniprot.org/uniprotkb/A0A3G1QTS7	KS1_ISOER	Isodon eriocalyx (Plectranthus eriocalyx)	Ent-kaurene synthase 1, chloroplastic (IeKS1) (EC 4.2.3.19)	IeKS1 (EC 4.2.3.19)	KS1
A0A3G1QTT3	https://www.uniprot.org/uniprotkb/A0A3G1QTT3	KSL1_ISOER	Isodon eriocalyx (Plectranthus eriocalyx)	Ent-kaurene synthase-like 1 (IeKSL1) (EC 4.2.3.-)	IeKSL1 (EC 4.2.3.-)	KSL1
A0A3G1QTU5	https://www.uniprot.org/uniprotkb/A0A3G1QTU5	CPS3_ISOER	Isodon eriocalyx (Plectranthus eriocalyx)	Ent-copalyl diphosphate synthase 3 (IeCPS3) (EC 5.5.1.13)	IeCPS3 (EC 5.5.1.13)	CPS3
A0A3G9GNJ4	https://www.uniprot.org/uniprotkb/A0A3G9GNJ4	CDMH_TALVE	Talaromyces verruculosus (Penicillium verruculosum)	6-hydroxymellein 5-farnesyltransferase cdmH (Polyprenyl transferase cdmH) (EC 2.5.1.-)	Polyprenyl transferase cdmH (EC 2.5.1.-); chrodrimanin B biosynthesis cluster protein H (EC 2.5.1.-)	cdmH
A0A3G9GNK2	https://www.uniprot.org/uniprotkb/A0A3G9GNK2	CDMJ_TALVE	Talaromyces verruculosus (Penicillium verruculosum)	Cytochrome P450 monooxygenase cdmJ (EC 1.-.-.-)	chrodrimanin B biosynthesis cluster protein J (EC 1.-.-.-)	cdmJ
A0A3G9GQ29	https://www.uniprot.org/uniprotkb/A0A3G9GQ29	CDME_TALVE	Talaromyces verruculosus (Penicillium verruculosum)	6-hydroxymellein synthase cdmE (Highly reducing polyketide synthase cdmE) (EC 2.3.1.-)	Highly reducing polyketide synthase cdmE (EC 2.3.1.-); chrodrimanin B biosynthesis cluster protein E (EC 2.3.1.-)	cdmE
A0A3G9GR23	https://www.uniprot.org/uniprotkb/A0A3G9GR23	CDMD_TALVE	Talaromyces verruculosus (Penicillium verruculosum)	Dioxygenase cdmD (EC 1.14.11.-)	chrodrimanin B biosynthesis cluster protein D (EC 1.14.11.-)	cdmD
A0A3G9GUR6	https://www.uniprot.org/uniprotkb/A0A3G9GUR6	CDMC_TALVE	Talaromyces verruculosus (Penicillium verruculosum)	Acetyltransferase cdmC (EC 2.3.1.-)	chrodrimanin B biosynthesis cluster protein C (EC 2.3.1.-)	cdmC
A0A3G9GX61	https://www.uniprot.org/uniprotkb/A0A3G9GX61	CDMI_TALVE	Talaromyces verruculosus (Penicillium verruculosum)	FAD-dependent monooxygenase cdmI (EC 1.-.-.-)	chrodrimanin B biosynthesis cluster protein I (EC 1.-.-.-)	cdmI
A0A3G9H185	https://www.uniprot.org/uniprotkb/A0A3G9H185	CDMA_TALVE	Talaromyces verruculosus (Penicillium verruculosum)	Dioxygenase cdmA (EC 1.14.11.-)	Chrodrimanin B biosynthesis cluster protein A (EC 1.14.11.-)	cdmA
A0A3G9H8P0	https://www.uniprot.org/uniprotkb/A0A3G9H8P0	CDMG_TALVE	Talaromyces verruculosus (Penicillium verruculosum)	Terpene cyclase cdmG (EC 4.2.3.-)	chrodrimanin B biosynthesis cluster protein G (EC 4.2.3.-)	cdmG
A0A3G9HAL8	https://www.uniprot.org/uniprotkb/A0A3G9HAL8	CDMF_TALVE	Talaromyces verruculosus (Penicillium verruculosum)	Short-chain dehydrogenase/reductase cdmF (EC 1.1.1.-)	chrodrimanin B biosynthesis cluster protein F (EC 1.1.1.-)	cdmF
A0A3L6G2C1	https://www.uniprot.org/uniprotkb/A0A3L6G2C1	EDSM_MAIZE	Zea mays (Maize)	Eudesmanediol synthase (ZmEDS) (EC 4.2.3.197)	ZmEDS (EC 4.2.3.197); (+)-germacrene D synthase (EC 4.2.3.197); Terpene synthase 17 (EC 4.2.3.197)	EDS
A0A3L6G998	https://www.uniprot.org/uniprotkb/A0A3L6G998	TS23M_MAIZE	Zea mays (Maize)	(E)-beta-caryophyllene synthase (EC 4.2.3.57)	Terpene synthase 23 (EC 4.2.3.57)	TPS23
A0A3Q7GFB5	https://www.uniprot.org/uniprotkb/A0A3Q7GFB5	WK72A_SOLLC	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	WRKY transcription factor 72A	SlWRKY72a; SlWRKY73; WRKY DNA-binding protein 72A	WRKY72A
A0A3Q9FEJ4	https://www.uniprot.org/uniprotkb/A0A3Q9FEJ4	ASTA_TALWO	Talaromyces wortmannii (Penicillium wortmannii)	Cytochrome P450 monooxygenase astA (EC 1.-.-.-)	Asperterpenoid biosynthesis cluster protein A (EC 1.-.-.-)	astA
A0A3Q9FFM1	https://www.uniprot.org/uniprotkb/A0A3Q9FFM1	ASTC_TALWO	Talaromyces wortmannii (Penicillium wortmannii)	Bifunctional sesterterpene synthase astC (EC 4.2.3.-)	Asperterpenoid biosynthesis cluster protein C (EC 4.2.3.-)	astC
A0A3S5XFG0	https://www.uniprot.org/uniprotkb/A0A3S5XFG0	CLE6_ASPVE	Aspergillus versicolor	Geranylgeranyl pyrophosphate synthase cle6 (GGPP synthase) (GGPPSase) (EC 2.5.1.-)	GGPP synthase (EC 2.5.1.1); GGPPSase (EC 2.5.1.29); (2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10); 15-deoxyoxalicine B biosynthesis cluster protein C (EC 2.5.1.10); Dimethylallyltranstransferase (EC 2.5.1.10); Diterpenoid pyrone biosynthesis cluster protein D (EC 2.5.1.10); Farnesyl diphosphate synthase (EC 2.5.1.10); Farnesyltranstransferase (EC 2.5.1.10); Geranylgeranyl diphosphate synthase (EC 2.5.1.10); Geranyltranstransferase (EC 2.5.1.10)	cle6
A0A3S9NM20	https://www.uniprot.org/uniprotkb/A0A3S9NM20	ASTB_TALWO	Talaromyces wortmannii (Penicillium wortmannii)	Cytochrome P450 monooxygenase astB (EC 1.-.-.-)	Asperterpenoid biosynthesis cluster protein B (EC 1.-.-.-)	astB
A0A3T0ZHJ0	https://www.uniprot.org/uniprotkb/A0A3T0ZHJ0	CLE1_ASPVE	Aspergillus versicolor	Triacetic acid lactone synthase cle1 (TAL synthase cle1) (EC 2.3.1.-)	TAL synthase cle1 (EC 2.3.1.-); Chevalone E biosynthesis cluster protein 1 (EC 2.3.1.-); Non-reducing polyketide synthase cle1 (EC 2.3.1.-); NR-PKS cle1 (EC 2.3.1.-)	cle1
A0A3T0ZHJ5	https://www.uniprot.org/uniprotkb/A0A3T0ZHJ5	CLE7_ASPVE	Aspergillus versicolor	Terpene cyclase cle7 (EC 4.2.3.-)	Chevalone E biosynthesis cluster protein 73 (EC 4.2.3.-)	cle7
A0A3T0ZHK6	https://www.uniprot.org/uniprotkb/A0A3T0ZHK6	CLE4_ASPVE	Aspergillus versicolor	Cytochrome P450 monooxygenase cle4 (EC 1.-.-.-)	Chevalone E biosynthesis cluster protein 4 (EC 1.-.-.-)	cle4
A0A3T0ZHK9	https://www.uniprot.org/uniprotkb/A0A3T0ZHK9	CLE2_ASPVE	Aspergillus versicolor	Cytochrome P450 monooxygenase cle2 (EC 1.-.-.-)	Chevalone E biosynthesis cluster protein 2 (EC 1.-.-.-)	cle2
A0A3T0ZHL2	https://www.uniprot.org/uniprotkb/A0A3T0ZHL2	CLE3_ASPVE	Aspergillus versicolor	FAD-dependent monooxygenase cle3 (EC 1.-.-.-)	Chevalone E biosynthesis cluster protein 3 (EC 1.-.-.-)	cle3
A0A3T0ZHL4	https://www.uniprot.org/uniprotkb/A0A3T0ZHL4	CLE5_ASPVE	Aspergillus versicolor	Polyprenyl transferase cle5 (EC 2.5.1.-)	Chevalone E biosynthesis cluster protein 5 (EC 2.5.1.-)	cle5
A0A455LLV4	https://www.uniprot.org/uniprotkb/A0A455LLV4	NTNA_NECSZ	Nectria sp	FAD-dependent monooxygenase ntnA (EC 1.-.-.-)	Nectripenoid biosynthesis cluster protein A (EC 1.-.-.-)	ntnA
A0A455LLV8	https://www.uniprot.org/uniprotkb/A0A455LLV8	NTNM_NECSZ	Nectria sp	Cytochrome P450 monooxygenase ntnM (EC 1.-.-.-)	Nectripenoid biosynthesis cluster protein M (EC 1.-.-.-)	ntnM
A0A455LLW0	https://www.uniprot.org/uniprotkb/A0A455LLW0	ATNJ_ARTSZ	Arthrinium sp	FAD-dependent monooxygenase atnJ (EC 1.-.-.-)	Arthripenoid biosynthesis cluster protein J (EC 1.-.-.-)	atnJ
A0A455LLW3	https://www.uniprot.org/uniprotkb/A0A455LLW3	ATNA_ARTSZ	Arthrinium sp	FAD-dependent monooxygenase atnA (EC 1.-.-.-)	Arthripenoid biosynthesis cluster protein A (EC 1.-.-.-)	atnA
A0A455LLW7	https://www.uniprot.org/uniprotkb/A0A455LLW7	ATNK_ARTSZ	Arthrinium sp	FAD-dependent monooxygenase atnK (EC 1.-.-.-)	Arthripenoid biosynthesis cluster protein K (EC 1.-.-.-)	atnK
A0A455LLW9	https://www.uniprot.org/uniprotkb/A0A455LLW9	NTNJ_NECSZ	Nectria sp	FAD-dependent monooxygenase ntnJ (EC 1.-.-.-)	Nectripenoid biosynthesis cluster protein J (EC 1.-.-.-)	ntnJ
A0A455LLX1	https://www.uniprot.org/uniprotkb/A0A455LLX1	ATNH_ARTSZ	Arthrinium sp	Highly reducing polyketide synthase atnH (HR-PKS atnH) (EC 2.3.1.-)	HR-PKS atnH (EC 2.3.1.-); Arthripenoid biosynthesis cluster protein H (EC 2.3.1.-)	atnH
A0A455LLX2	https://www.uniprot.org/uniprotkb/A0A455LLX2	ATNB_ARTSZ	Arthrinium sp	Short-chain dehydrogenase/reductase atnB (EC 1.1.1.-)	Arthripenoid biosynthesis cluster protein B (EC 1.1.1.-)	atnB
A0A455LLX4	https://www.uniprot.org/uniprotkb/A0A455LLX4	ATNL_ARTSZ	Arthrinium sp	NAD(P)H-dependent FMN reductase atnL (FMN reductase atnL) (EC 1.5.1.39)	P (EC 1.5.1.39); FMN reductase atnL (EC 1.5.1.39); Arthripenoid biosynthesis cluster protein L (EC 1.5.1.39)	atnL
A0A455LM21	https://www.uniprot.org/uniprotkb/A0A455LM21	NTNF_NECSZ	Nectria sp	Polyprenyl transferase ntnF (EC 2.5.1.-)	Nectripenoid biosynthesis cluster protein F (EC 2.5.1.-)	ntnF
A0A455LM26	https://www.uniprot.org/uniprotkb/A0A455LM26	ATNC_ARTSZ	Arthrinium sp	Acetyltransferase atnC (EC 2.3.1.-)	Arthripenoid biosynthesis cluster protein C (EC 2.3.1.-)	atnC
A0A455LM27	https://www.uniprot.org/uniprotkb/A0A455LM27	ATNM_ARTSZ	Arthrinium sp	Cytochrome P450 monooxygenase atnM (EC 1.-.-.-)	Arthripenoid biosynthesis cluster protein M (EC 1.-.-.-)	atnM
A0A455LN84	https://www.uniprot.org/uniprotkb/A0A455LN84	NTNL_NECSZ	Nectria sp	NAD(P)H-dependent FMN reductase ntnL (FMN reductase ntnL) (EC 1.5.1.39)	P (EC 1.5.1.39); FMN reductase ntnL (EC 1.5.1.39); Nectripenoid biosynthesis cluster protein L (EC 1.5.1.39)	ntnL
A0A455LN86	https://www.uniprot.org/uniprotkb/A0A455LN86	ATNI_ARTSZ	Arthrinium sp	Terpene cyclase/mutase atnI (EC 5.4.99.-)	Arthripenoid biosynthesis cluster protein I (EC 5.4.99.-)	atnI
A0A455LRW3	https://www.uniprot.org/uniprotkb/A0A455LRW3	NTNI_NECSZ	Nectria sp	Terpene cyclase/mutase ntnI (EC 5.4.99.-)	Nectripenoid biosynthesis cluster protein I (EC 5.4.99.-)	ntnI
A0A455LRX2	https://www.uniprot.org/uniprotkb/A0A455LRX2	ATNF_ARTSZ	Arthrinium sp	Polyprenyl transferase atnF (EC 2.5.1.-)	Arthripenoid biosynthesis cluster protein F (EC 2.5.1.-)	atnF
A0A455LXK0	https://www.uniprot.org/uniprotkb/A0A455LXK0	NTNG_NECSZ	Nectria sp	Non-reducing polyketide synthase ntnG (NR-PKS ntnG) (EC 2.3.1.-)	NR-PKS ntnG (EC 2.3.1.-); Nectripenoid biosynthesis cluster protein G (EC 2.3.1.-)	ntnG
A0A455M2Y3	https://www.uniprot.org/uniprotkb/A0A455M2Y3	NTNH_NECSZ	Nectria sp	Highly reducing polyketide synthase ntnH (HR-PKS ntnH) (EC 2.3.1.-)	HR-PKS ntnH (EC 2.3.1.-); Nectripenoid biosynthesis cluster protein H (EC 2.3.1.-)	ntnH
A0A455M7R7	https://www.uniprot.org/uniprotkb/A0A455M7R7	NTNK_NECSZ	Nectria sp	FAD-dependent monooxygenase ntnK (EC 1.-.-.-)	Nectripenoid biosynthesis cluster protein K (EC 1.-.-.-)	ntnK
A0A455M7S4	https://www.uniprot.org/uniprotkb/A0A455M7S4	ATNG_ARTSZ	Arthrinium sp	Non-reducing polyketide synthase atnG (NR-PKS atnG) (EC 2.3.1.-)	NR-PKS atnG (EC 2.3.1.-); Arthripenoid biosynthesis cluster protein G (EC 2.3.1.-)	atnG
A0A455R413	https://www.uniprot.org/uniprotkb/A0A455R413	ASCA_ACREG	Acremonium egyptiacum (Oospora egyptiaca)	Prenyltransferase ascA (EC 2.5.1.-)	Ascofuranone/ascochlorin biosynthesis clusters protein A (EC 2.5.1.-)	ascA
A0A455R4X0	https://www.uniprot.org/uniprotkb/A0A455R4X0	ASCG_ACREG	Acremonium egyptiacum (Oospora egyptiaca)	Cytochrome P450 monooxygenase ascG (EC 1.14.14.-)	Ascofuranone/ascochlorin biosynthesis clusters protein G (EC 1.14.14.-)	ascG
A0A455R4Z0	https://www.uniprot.org/uniprotkb/A0A455R4Z0	ASCI_ACREG	Acremonium egyptiacum (Oospora egyptiaca)	Terpene cyclase ascI (EC 5.4.99.-)	Ascofuranone/ascochlorin biosynthesis clusters protein I (EC 5.4.99.-)	ascI
A0A455R5H4	https://www.uniprot.org/uniprotkb/A0A455R5H4	ASCE_ACREG	Acremonium egyptiacum (Oospora egyptiaca)	Bifunctional cytochrome P450/NADPH--P450 reductase ascE (EC 1.14.14.-)	Ascofuranone/ascochlorin biosynthesis clusters protein E (EC 1.14.14.-)	ascE
A0A455R5K2	https://www.uniprot.org/uniprotkb/A0A455R5K2	ASCJ_ACREG	Acremonium egyptiacum (Oospora egyptiaca)	Short-chain dehydrogenase/reductase ascJ (EC 1.1.99.-)	Ascofuranone/ascochlorin biosynthesis clusters protein J (EC 1.1.99.-)	ascJ
A0A455R5P9	https://www.uniprot.org/uniprotkb/A0A455R5P9	ASCC_ACREG	Acremonium egyptiacum (Oospora egyptiaca)	Non-reducing polyketide synthase ascC (EC 2.3.1.-)	Ascofuranone/ascochlorin biosynthesis clusters protein C (EC 2.3.1.-)	ascC
A0A455R624	https://www.uniprot.org/uniprotkb/A0A455R624	ASCH_ACREG	Acremonium egyptiacum (Oospora egyptiaca)	Cytochrome P450 monooxygenase ascH (EC 1.14.14.-)	Ascofuranone/ascochlorin biosynthesis clusters protein H (EC 1.14.14.-)	ascH
A0A455R7E6	https://www.uniprot.org/uniprotkb/A0A455R7E6	ASCB_ACREG	Acremonium egyptiacum (Oospora egyptiaca)	Non-canonical non-ribosomal peptide synthetase ascB (EC 2.3.1.-)	Ascofuranone/ascochlorin biosynthesis clusters protein B (EC 2.3.1.-)	ascB
A0A455R7M0	https://www.uniprot.org/uniprotkb/A0A455R7M0	ASCD_ACREG	Acremonium egyptiacum (Oospora egyptiaca)	Flavin-dependent halogenase ascD (EC 1.14.99.-)	Ascofuranone/ascochlorin biosynthesis clusters protein D (EC 1.14.99.-)	ascD
A0A455RAK9	https://www.uniprot.org/uniprotkb/A0A455RAK9	ASCF_ACREG	Acremonium egyptiacum (Oospora egyptiaca)	Terpene cyclase ascF (EC 5.4.99.-)	Ascofuranone/ascochlorin biosynthesis clusters protein F (EC 5.4.99.-)	ascF
A0A484FVL2	https://www.uniprot.org/uniprotkb/A0A484FVL2	BTCC_COLOR	Colletotrichum orbiculare (strain 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422) (Cucumber anthracnose fungus) (Colletotrichum lagenarium)	Cytochrome P450 monooxygenase btcC (EC 1.-.-.-)	Betaestacins biosynthesis cluster protein C (EC 1.-.-.-)	btcC
A0A484FXR4	https://www.uniprot.org/uniprotkb/A0A484FXR4	BTCB_COLOR	Colletotrichum orbiculare (strain 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422) (Cucumber anthracnose fungus) (Colletotrichum lagenarium)	Cytochrome P450 monooxygenase btcB (EC 1.-.-.-)	Betaestacins biosynthesis cluster protein B (EC 1.-.-.-)	btcB
A0A4D6IA24	https://www.uniprot.org/uniprotkb/A0A4D6IA24	KABA_DIGSM	Digenea simplex (Marine red alga) (Conferva simplex)	Magnesium-dependent glutamate N-prenyltransferase (EC 2.5.1.-)	Kainic acid biosynthesis cluster protein A (EC 2.5.1.-); DsKabA (EC 2.5.1.-)	kabA
A0A4D6Q415	https://www.uniprot.org/uniprotkb/A0A4D6Q415	CYP1_CROXC	Crocosmia x crocosmiiflora (Montbretia) (Crocosmia aurea x Crocosmia pottsii)	Flavonoid 3'-monooxygenase CYP75B137 (EC 1.14.14.82)	Cytochrome P450 1 (EC 1.14.14.82); CcCYP1 (EC 1.14.14.82); Cytochrome P450 75B137 (EC 1.14.14.82); Flavonoid 3'-hydroxylase CYP75B137 (EC 1.14.14.82)	CYP75B137
A0A4P8GEA3	https://www.uniprot.org/uniprotkb/A0A4P8GEA3	EUPF_PHOSX	Phoma sp	Putative hetero-Diels-Alderase (EC 5.5.-.-)	Eupenifeldin biosynthesis cluster protein F (EC 5.5.-.-)	eupF
A0A4P8GEB4	https://www.uniprot.org/uniprotkb/A0A4P8GEB4	EUPD_PHOSX	Phoma sp	Cytochrome P450 monooxygenase eupD (EC 1.-.-.-)	Eupenifeldin biosynthesis cluster protein D (EC 1.-.-.-)	eupD
A0A4P8GEE8	https://www.uniprot.org/uniprotkb/A0A4P8GEE8	EUPG_PHOSX	Phoma sp	Short-chain dehydrogenase/reductase eupG (EC 1.1.1.-)	Eupenifeldin biosynthesis cluster protein G (EC 1.1.1.-)	eupG
A0A4P8GF19	https://www.uniprot.org/uniprotkb/A0A4P8GF19	EUPH_PHOSX	Phoma sp	Flavin-dependent monooxygenase eupH (EC 1.14.-.-)	Eupenifeldin biosynthesis cluster protein H (EC 1.14.-.-)	eupH
A0A4P8GFV8	https://www.uniprot.org/uniprotkb/A0A4P8GFV8	EUPE_PHOSX	Phoma sp	Alpha-humulene synthase eupE (EC 4.2.3.104)	Eupenifeldin biosynthesis cluster protein E (EC 4.2.3.104)	eupE
A0A4P8GG75	https://www.uniprot.org/uniprotkb/A0A4P8GG75	EUPC_PHOSX	Phoma sp	2-oxoglutarate-dependent dioxygenase eupC (EC 1.14.11.-)	Eupenifeldin biosynthesis cluster protein C (EC 1.14.11.-)	eupC
A0A4P8GHJ1	https://www.uniprot.org/uniprotkb/A0A4P8GHJ1	EUPA_PHOSX	Phoma sp	3-methylorcinaldehyde synthase (MOS) (EC 2.3.1.-)	MOS (EC 2.3.1.-); Eupenifeldin biosynthesis cluster protein A (EC 2.3.1.-); Non-reducing polyketide synthase eupA (EC 2.3.1.-); NR-PKS eupA (EC 2.3.1.-)	eupA
A0A4S8MAF3	https://www.uniprot.org/uniprotkb/A0A4S8MAF3	PROS_DENBC	Dendrothele bispora (strain CBS 962.96)	Delta(6)-protoilludene synthase K435DRAFT_659367 (EC 4.2.3.135)	Sesquiterpene synthase K435DRAFT_659367 (EC 4.2.3.135); Terpene cyclase K435DRAFT_659367 (EC 4.2.3.135)	
A0A4V1E8I5	https://www.uniprot.org/uniprotkb/A0A4V1E8I5	EUPB_PHOSX	Phoma sp	FAD-dependent monooxygenase eupB (EC 1.-.-.-)	Eupenifeldin biosynthesis cluster protein B (EC 1.-.-.-)	eupB
A0A4Y5L9K3	https://www.uniprot.org/uniprotkb/A0A4Y5L9K3	T16CC_CANSA	Cannabis sativa (Hemp) (Marijuana)	Germacrene B synthase TPS16CC (EC 4.2.3.71)	Terpene synthase 16 CC (EC 4.2.3.71); CsTPS16CC (EC 4.2.3.71)	TPS16CC
A0A4Y5QVX6	https://www.uniprot.org/uniprotkb/A0A4Y5QVX6	T20CT_CANSA	Cannabis sativa (Hemp) (Marijuana)	Hedycaryol synthase TPS20CT (EC 4.2.3.174)	Terpene synthase 20 CT (EC 4.2.3.174); CsTPS20CT (EC 4.2.3.174)	TPS20CT
A0A4Y5QWA6	https://www.uniprot.org/uniprotkb/A0A4Y5QWA6	T18VF_CANSA	Cannabis sativa (Hemp) (Marijuana)	(E)-nerolidol synthase TPS18VF (EC 4.2.3.-)	(S)linalool synthase TPS18VF (EC 4.2.3.25); (+)linalool (EC 4.2.3.25); Terpene synthase 18 VF (EC 4.2.3.25); CsTPS18VF (EC 4.2.3.25)	TPS18VF
A0A4Y5QWK5	https://www.uniprot.org/uniprotkb/A0A4Y5QWK5	T15CT_CANSA	Cannabis sativa (Hemp) (Marijuana)	Beta-myrcene synthase TPS15CT (EC 4.2.3.15)	Terpene synthase 15 CT (EC 4.2.3.15); CsTPS15CT (EC 4.2.3.15)	TPS15CT
