Entry	PMID_1	DOI_1	Title_1	Authors_1	Journal_1	Volume_1	Pages_1	Year_1	Type_1	Positions_1	URL_1	PMID_2	DOI_2	Title_2	Authors_2	Journal_2	Volume_2	Pages_2	Year_2	Type_2	Positions_2	URL_2	PMID_3	DOI_3	Title_3	Authors_3	Journal_3	Volume_3	Pages_3	Year_3	Type_3	Positions_3	URL_3	PMID_4	DOI_4	Title_4	Authors_4	Journal_4	Volume_4	Pages_4	Year_4	Type_4	Positions_4	URL_4	PMID_5	DOI_5	Title_5	Authors_5	Journal_5	Volume_5	Pages_5	Year_5	Type_5	Positions_5	URL_5	PMID_6	DOI_6	Title_6	Authors_6	Journal_6	Volume_6	Pages_6	Year_6	Type_6	Positions_6	URL_6	PMID_7	DOI_7	Title_7	Authors_7	Journal_7	Volume_7	Pages_7	Year_7	Type_7	Positions_7	URL_7	PMID_8	DOI_8	Title_8	Authors_8	Journal_8	Volume_8	Pages_8	Year_8	Type_8	Positions_8	URL_8	PMID_9	DOI_9	Title_9	Authors_9	Journal_9	Volume_9	Pages_9	Year_9	Type_9	Positions_9	URL_9	PMID_10	DOI_10	Title_10	Authors_10	Journal_10	Volume_10	Pages_10	Year_10	Type_10	Positions_10	URL_10	PMID_11	DOI_11	Title_11	Authors_11	Journal_11	Volume_11	Pages_11	Year_11	Type_11	Positions_11	URL_11	PMID_12	DOI_12	Title_12	Authors_12	Journal_12	Volume_12	Pages_12	Year_12	Type_12	Positions_12	URL_12	PMID_13	DOI_13	Title_13	Authors_13	Journal_13	Volume_13	Pages_13	Year_13	Type_13	Positions_13	URL_13	PMID_14	DOI_14	Title_14	Authors_14	Journal_14	Volume_14	Pages_14	Year_14	Type_14	Positions_14	URL_14	PMID_15	DOI_15	Title_15	Authors_15	Journal_15	Volume_15	Pages_15	Year_15	Type_15	Positions_15	URL_15	PMID_16	DOI_16	Title_16	Authors_16	Journal_16	Volume_16	Pages_16	Year_16	Type_16	Positions_16	URL_16	PMID_17	DOI_17	Title_17	Authors_17	Journal_17	Volume_17	Pages_17	Year_17	Type_17	Positions_17	URL_17	PMID_18	DOI_18	Title_18	Authors_18	Journal_18	Volume_18	Pages_18	Year_18	Type_18	Positions_18	URL_18	PMID_19	DOI_19	Title_19	Authors_19	Journal_19	Volume_19	Pages_19	Year_19	Type_19	Positions_19	URL_19	PMID_20	DOI_20	Title_20	Authors_20	Journal_20	Volume_20	Pages_20	Year_20	Type_20	Positions_20	URL_20	PMID_21	DOI_21	Title_21	Authors_21	Journal_21	Volume_21	Pages_21	Year_21	Type_21	Positions_21	URL_21	PMID_22	DOI_22	Title_22	Authors_22	Journal_22	Volume_22	Pages_22	Year_22	Type_22	Positions_22	URL_22	PMID_23	DOI_23	Title_23	Authors_23	Journal_23	Volume_23	Pages_23	Year_23	Type_23	Positions_23	URL_23	PMID_24	DOI_24	Title_24	Authors_24	Journal_24	Volume_24	Pages_24	Year_24	Type_24	Positions_24	URL_24	PMID_25	DOI_25	Title_25	Authors_25	Journal_25	Volume_25	Pages_25	Year_25	Type_25	Positions_25	URL_25	PMID_26	DOI_26	Title_26	Authors_26	Journal_26	Volume_26	Pages_26	Year_26	Type_26	Positions_26	URL_26	PMID_27	DOI_27	Title_27	Authors_27	Journal_27	Volume_27	Pages_27	Year_27	Type_27	Positions_27	URL_27	PMID_28	DOI_28	Title_28	Authors_28	Journal_28	Volume_28	Pages_28	Year_28	Type_28	Positions_28	URL_28	PMID_29	DOI_29	Title_29	Authors_29	Journal_29	Volume_29	Pages_29	Year_29	Type_29	Positions_29	URL_29	PMID_30	DOI_30	Title_30	Authors_30	Journal_30	Volume_30	Pages_30	Year_30	Type_30	Positions_30	URL_30	PMID_31	DOI_31	Title_31	Authors_31	Journal_31	Volume_31	Pages_31	Year_31	Type_31	Positions_31	URL_31	PMID_32	DOI_32	Title_32	Authors_32	Journal_32	Volume_32	Pages_32	Year_32	Type_32	Positions_32	URL_32	PMID_33	DOI_33	Title_33	Authors_33	Journal_33	Volume_33	Pages_33	Year_33	Type_33	Positions_33	URL_33	PMID_34	DOI_34	Title_34	Authors_34	Journal_34	Volume_34	Pages_34	Year_34	Type_34	Positions_34	URL_34	PMID_35	DOI_35	Title_35	Authors_35	Journal_35	Volume_35	Pages_35	Year_35	Type_35	Positions_35	URL_35	PMID_36	DOI_36	Title_36	Authors_36	Journal_36	Volume_36	Pages_36	Year_36	Type_36	Positions_36	URL_36
A0A455LLW0	29797385	10.1002/anie.201804317	Genome mining and comparative biosynthesis of meroterpenoids from two phylogenetically distinct fungi.	Zhang X.; Wang T.T.; Xu Q.L.; Xiong Y.; Zhang L.; Han H.; Xu K.; Guo W.J.; Xu Q.; Tan R.X.; Ge H.M.	Angew. Chem. Int. Ed.	57	8184-8188	2018	journal article	NUCLEOTIDE SEQUENCE [MRNA]; DISRUPTION PHENOTYPE; FUNCTION; CATALYTIC ACTIVITY; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/29797385/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A455LLW3	29797385	10.1002/anie.201804317	Genome mining and comparative biosynthesis of meroterpenoids from two phylogenetically distinct fungi.	Zhang X.; Wang T.T.; Xu Q.L.; Xiong Y.; Zhang L.; Han H.; Xu K.; Guo W.J.; Xu Q.; Tan R.X.; Ge H.M.	Angew. Chem. Int. Ed.	57	8184-8188	2018	journal article	NUCLEOTIDE SEQUENCE [MRNA]; DISRUPTION PHENOTYPE; FUNCTION; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/29797385/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A455LLW7	29797385	10.1002/anie.201804317	Genome mining and comparative biosynthesis of meroterpenoids from two phylogenetically distinct fungi.	Zhang X.; Wang T.T.; Xu Q.L.; Xiong Y.; Zhang L.; Han H.; Xu K.; Guo W.J.; Xu Q.; Tan R.X.; Ge H.M.	Angew. Chem. Int. Ed.	57	8184-8188	2018	journal article	NUCLEOTIDE SEQUENCE [MRNA]; FUNCTION; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/29797385/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A455LLW9	29797385	10.1002/anie.201804317	Genome mining and comparative biosynthesis of meroterpenoids from two phylogenetically distinct fungi.	Zhang X.; Wang T.T.; Xu Q.L.; Xiong Y.; Zhang L.; Han H.; Xu K.; Guo W.J.; Xu Q.; Tan R.X.; Ge H.M.	Angew. Chem. Int. Ed.	57	8184-8188	2018	journal article	NUCLEOTIDE SEQUENCE [MRNA]; FUNCTION; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/29797385/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A455LLX1	29797385	10.1002/anie.201804317	Genome mining and comparative biosynthesis of meroterpenoids from two phylogenetically distinct fungi.	Zhang X.; Wang T.T.; Xu Q.L.; Xiong Y.; Zhang L.; Han H.; Xu K.; Guo W.J.; Xu Q.; Tan R.X.; Ge H.M.	Angew. Chem. Int. Ed.	57	8184-8188	2018	journal article	NUCLEOTIDE SEQUENCE [MRNA]; DOMAIN; FUNCTION; CATALYTIC ACTIVITY; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/29797385/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A455LLX2	29797385	10.1002/anie.201804317	Genome mining and comparative biosynthesis of meroterpenoids from two phylogenetically distinct fungi.	Zhang X.; Wang T.T.; Xu Q.L.; Xiong Y.; Zhang L.; Han H.; Xu K.; Guo W.J.; Xu Q.; Tan R.X.; Ge H.M.	Angew. Chem. Int. Ed.	57	8184-8188	2018	journal article	NUCLEOTIDE SEQUENCE [MRNA]; DISRUPTION PHENOTYPE; FUNCTION; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/29797385/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A455LLX4	29797385	10.1002/anie.201804317	Genome mining and comparative biosynthesis of meroterpenoids from two phylogenetically distinct fungi.	Zhang X.; Wang T.T.; Xu Q.L.; Xiong Y.; Zhang L.; Han H.; Xu K.; Guo W.J.; Xu Q.; Tan R.X.; Ge H.M.	Angew. Chem. Int. Ed.	57	8184-8188	2018	journal article	NUCLEOTIDE SEQUENCE [MRNA]; FUNCTION; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/29797385/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A455LM21	29797385	10.1002/anie.201804317	Genome mining and comparative biosynthesis of meroterpenoids from two phylogenetically distinct fungi.	Zhang X.; Wang T.T.; Xu Q.L.; Xiong Y.; Zhang L.; Han H.; Xu K.; Guo W.J.; Xu Q.; Tan R.X.; Ge H.M.	Angew. Chem. Int. Ed.	57	8184-8188	2018	journal article	NUCLEOTIDE SEQUENCE [MRNA]; FUNCTION; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/29797385/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A455LM26	29797385	10.1002/anie.201804317	Genome mining and comparative biosynthesis of meroterpenoids from two phylogenetically distinct fungi.	Zhang X.; Wang T.T.; Xu Q.L.; Xiong Y.; Zhang L.; Han H.; Xu K.; Guo W.J.; Xu Q.; Tan R.X.; Ge H.M.	Angew. Chem. Int. Ed.	57	8184-8188	2018	journal article	NUCLEOTIDE SEQUENCE [MRNA]; FUNCTION; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/29797385/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A455LM27	29797385	10.1002/anie.201804317	Genome mining and comparative biosynthesis of meroterpenoids from two phylogenetically distinct fungi.	Zhang X.; Wang T.T.; Xu Q.L.; Xiong Y.; Zhang L.; Han H.; Xu K.; Guo W.J.; Xu Q.; Tan R.X.; Ge H.M.	Angew. Chem. Int. Ed.	57	8184-8188	2018	journal article	NUCLEOTIDE SEQUENCE [MRNA]; DISRUPTION PHENOTYPE; FUNCTION; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/29797385/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A455LN84	29797385	10.1002/anie.201804317	Genome mining and comparative biosynthesis of meroterpenoids from two phylogenetically distinct fungi.	Zhang X.; Wang T.T.; Xu Q.L.; Xiong Y.; Zhang L.; Han H.; Xu K.; Guo W.J.; Xu Q.; Tan R.X.; Ge H.M.	Angew. Chem. Int. Ed.	57	8184-8188	2018	journal article	NUCLEOTIDE SEQUENCE [MRNA]; FUNCTION; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/29797385/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A455LN86	29797385	10.1002/anie.201804317	Genome mining and comparative biosynthesis of meroterpenoids from two phylogenetically distinct fungi.	Zhang X.; Wang T.T.; Xu Q.L.; Xiong Y.; Zhang L.; Han H.; Xu K.; Guo W.J.; Xu Q.; Tan R.X.; Ge H.M.	Angew. Chem. Int. Ed.	57	8184-8188	2018	journal article	NUCLEOTIDE SEQUENCE [MRNA]; DISRUPTION PHENOTYPE; FUNCTION; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/29797385/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A455LRW3	29797385	10.1002/anie.201804317	Genome mining and comparative biosynthesis of meroterpenoids from two phylogenetically distinct fungi.	Zhang X.; Wang T.T.; Xu Q.L.; Xiong Y.; Zhang L.; Han H.; Xu K.; Guo W.J.; Xu Q.; Tan R.X.; Ge H.M.	Angew. Chem. Int. Ed.	57	8184-8188	2018	journal article	NUCLEOTIDE SEQUENCE [MRNA]; FUNCTION; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/29797385/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A455LRX2	29797385	10.1002/anie.201804317	Genome mining and comparative biosynthesis of meroterpenoids from two phylogenetically distinct fungi.	Zhang X.; Wang T.T.; Xu Q.L.; Xiong Y.; Zhang L.; Han H.; Xu K.; Guo W.J.; Xu Q.; Tan R.X.; Ge H.M.	Angew. Chem. Int. Ed.	57	8184-8188	2018	journal article	NUCLEOTIDE SEQUENCE [MRNA]; DISRUPTION PHENOTYPE; FUNCTION; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/29797385/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A455LXK0	29797385	10.1002/anie.201804317	Genome mining and comparative biosynthesis of meroterpenoids from two phylogenetically distinct fungi.	Zhang X.; Wang T.T.; Xu Q.L.; Xiong Y.; Zhang L.; Han H.; Xu K.; Guo W.J.; Xu Q.; Tan R.X.; Ge H.M.	Angew. Chem. Int. Ed.	57	8184-8188	2018	journal article	NUCLEOTIDE SEQUENCE [MRNA]; DOMAIN; FUNCTION; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/29797385/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A455M2Y3	29797385	10.1002/anie.201804317	Genome mining and comparative biosynthesis of meroterpenoids from two phylogenetically distinct fungi.	Zhang X.; Wang T.T.; Xu Q.L.; Xiong Y.; Zhang L.; Han H.; Xu K.; Guo W.J.; Xu Q.; Tan R.X.; Ge H.M.	Angew. Chem. Int. Ed.	57	8184-8188	2018	journal article	NUCLEOTIDE SEQUENCE [MRNA]; DOMAIN; FUNCTION; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/29797385/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A455M7R7	29797385	10.1002/anie.201804317	Genome mining and comparative biosynthesis of meroterpenoids from two phylogenetically distinct fungi.	Zhang X.; Wang T.T.; Xu Q.L.; Xiong Y.; Zhang L.; Han H.; Xu K.; Guo W.J.; Xu Q.; Tan R.X.; Ge H.M.	Angew. Chem. Int. Ed.	57	8184-8188	2018	journal article	NUCLEOTIDE SEQUENCE [MRNA]; FUNCTION; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/29797385/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A455M7S4	29797385	10.1002/anie.201804317	Genome mining and comparative biosynthesis of meroterpenoids from two phylogenetically distinct fungi.	Zhang X.; Wang T.T.; Xu Q.L.; Xiong Y.; Zhang L.; Han H.; Xu K.; Guo W.J.; Xu Q.; Tan R.X.; Ge H.M.	Angew. Chem. Int. Ed.	57	8184-8188	2018	journal article	NUCLEOTIDE SEQUENCE [MRNA]; DOMAIN; FUNCTION; CATALYTIC ACTIVITY; DISRUPTION PHENOTYPE; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/29797385/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A455R413	30952781	10.1073/pnas.1819254116	Complete biosynthetic pathways of ascofuranone and ascochlorin in Acremonium egyptiacum.	Araki Y.; Awakawa T.; Matsuzaki M.; Cho R.; Matsuda Y.; Hoshino S.; Shinohara Y.; Yamamoto M.; Kido Y.; Inaoka D.K.; Nagamune K.; Ito K.; Abe I.; Kita K.	Proc. Natl. Acad. Sci. U.S.A.	116	8269-8274	2019	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; INDUCTION; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/30952781/	12084465	10.1016/s0925-4439(02)00086-8	Trypanosome alternative oxidase as a target of chemotherapy.	Nihei C.; Fukai Y.; Kita K.	Biochim. Biophys. Acta	1587	234-239	2002	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/12084465/	12798927	10.1016/s1383-5769(03)00012-6	The efficacy of ascofuranone in a consecutive treatment on Trypanosoma brucei brucei in mice.	Yabu Y.; Yoshida A.; Suzuki T.; Nihei C.; Kawai K.; Minagawa N.; Hosokawa T.; Nagai K.; Kita K.; Ohta N.	Parasitol. Int.	52	155-164	2003	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/12798927/	20688188	10.1016/j.parint.2010.07.006	Trypanosome alternative oxidase, a potential therapeutic target for sleeping sickness, is conserved among Trypanosoma brucei subspecies.	Nakamura K.; Fujioka S.; Fukumoto S.; Inoue N.; Sakamoto K.; Hirata H.; Kido Y.; Yabu Y.; Suzuki T.; Watanabe Y.; Saimoto H.; Akiyama H.; Kita K.	Parasitol. Int.	59	560-564	2010	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/20688188/	35418536	10.2323/jgam.2021.08.001	Heterologous production of ascofuranone and ilicicolin A in Aspergillus sojae.	Araki Y.; Shinohara Y.; Hara S.; Sato A.; Sakaue R.; Gomi K.; Kita K.; Ito K.	J. Gen. Appl. Microbiol.	68	10-16	2022	journal article	FUNCTION; CATALYTIC ACTIVITY; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/35418536/																																																																																																																																																																																																																																																																																																																																																					
A0A455R4X0	30952781	10.1073/pnas.1819254116	Complete biosynthetic pathways of ascofuranone and ascochlorin in Acremonium egyptiacum.	Araki Y.; Awakawa T.; Matsuzaki M.; Cho R.; Matsuda Y.; Hoshino S.; Shinohara Y.; Yamamoto M.; Kido Y.; Inaoka D.K.; Nagamune K.; Ito K.; Abe I.; Kita K.	Proc. Natl. Acad. Sci. U.S.A.	116	8269-8274	2019	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; INDUCTION; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/30952781/	12084465	10.1016/s0925-4439(02)00086-8	Trypanosome alternative oxidase as a target of chemotherapy.	Nihei C.; Fukai Y.; Kita K.	Biochim. Biophys. Acta	1587	234-239	2002	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/12084465/	12798927	10.1016/s1383-5769(03)00012-6	The efficacy of ascofuranone in a consecutive treatment on Trypanosoma brucei brucei in mice.	Yabu Y.; Yoshida A.; Suzuki T.; Nihei C.; Kawai K.; Minagawa N.; Hosokawa T.; Nagai K.; Kita K.; Ohta N.	Parasitol. Int.	52	155-164	2003	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/12798927/	20688188	10.1016/j.parint.2010.07.006	Trypanosome alternative oxidase, a potential therapeutic target for sleeping sickness, is conserved among Trypanosoma brucei subspecies.	Nakamura K.; Fujioka S.; Fukumoto S.; Inoue N.; Sakamoto K.; Hirata H.; Kido Y.; Yabu Y.; Suzuki T.; Watanabe Y.; Saimoto H.; Akiyama H.; Kita K.	Parasitol. Int.	59	560-564	2010	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/20688188/																																																																																																																																																																																																																																																																																																																																																																
